image_id,code,ground_truth_code,predicted_code,ground_truth_mm,predicted_mm,error_mm,abs_error_mm,label_confidence,measurement_confidence,review_required,no_zone_fallback_used
1.3.1,FOX,FOX,FOX,26.0,19.64,-6.36,6.36,0.99,0.84,True,False
1.3.1,MEM,MEM,MEM,34.0,35.49,1.49,1.49,0.99,0.693,True,False
1.3.1,PEF,PEF,PEF,29.0,35.27,6.27,6.27,0.99,0.84,True,False
1.3.1,SXT,SXT,SXT,29.0,47.99,18.99,18.99,0.99,0.7,True,False
1.4.1,AM,AM10,AM,9.0,9.06,0.06,0.06,0.99,0.84,True,False
1.4.1,CIP,CIP,CIP,28.0,38.26,10.26,10.26,0.94,0.84,True,False
1.4.1,CN,CN,CN,22.0,20.38,-1.62,1.62,0.99,0.84,True,False
1.4.1,CPD,CPD,CPD,26.0,34.41,8.41,8.41,0.94,0.84,True,False
1.4.1,ETP,ETP,ETP,29.0,18.11,-10.89,10.89,0.99,0.84,True,False
1.4.1,FEP,FEP,FEP,29.0,36.68,7.68,7.68,0.99,0.72,True,False
1.4.1,FF,FF,FF,17.0,17.83,0.83,0.83,0.99,0.84,True,False
1.4.1,FOX,FOX,FOX,20.0,29.21,9.21,9.21,0.99,0.716,True,False
1.4.1,MEM,MEM,MEM,29.0,22.41,-6.59,6.59,0.99,0.698,True,False
1.4.1,SXT,SXT,SXT,21.0,19.7,-1.3,1.3,0.99,0.84,True,False
1.4.1,TPZ,TPZ,TPZ,20.0,34.41,14.41,14.41,0.99,0.84,True,False
1.5.1,AM,AM10,AM,28.0,13.38,-14.62,14.62,0.99,0.84,True,False
1.5.1,AMC,AMC,AMC,26.0,25.64,-0.36,0.36,0.99,0.84,True,False
1.5.1,CAZ,CAZ,CAZ,30.0,27.65,-2.35,2.35,0.92,0.84,True,False
1.5.1,CN,CN,CN,20.0,29.43,9.43,9.43,0.99,0.84,True,False
1.5.1,ETP,ETP,ETP,37.0,44.48,7.48,7.48,0.977,0.689,True,False
1.5.1,FEP,FEP,FEP,36.0,38.07,2.07,2.07,0.99,0.719,True,False
1.5.1,FF,FF,FF,6.0,11.82,5.82,5.82,0.99,0.84,True,False
1.5.1,FOX,FOX,FOX,26.0,45.15,19.15,19.15,0.99,0.715,True,False
1.5.1,MEM,MEM,MEM,30.0,48.83,18.83,18.83,0.99,0.691,True,False
1.5.1,PEF,PEF,PEF,28.0,31.66,3.66,3.66,0.99,0.84,True,False
1.5.1,TPZ,TPZ,TPZ,28.0,10.48,-17.52,17.52,0.918,0.84,True,False
1.6.1,AM,AM10,AM,6.0,23.52,17.52,17.52,0.99,0.84,True,False
1.6.1,CAZ,CAZ,CAZ,31.0,25.55,-5.45,5.45,0.92,0.84,True,False
1.6.1,CN,CN,CN,19.0,19.67,0.67,0.67,0.99,0.84,True,False
1.6.1,CPD,CPD,CPD,27.0,25.1,-1.9,1.9,0.99,0.84,True,False
1.6.1,ETP,ETP,ETP,39.0,12.21,-26.79,26.79,0.99,0.84,True,False
1.6.1,FEP,FEP,FEP,36.0,35.27,-0.73,0.73,0.99,0.84,True,False
1.6.1,FF,FF,FF,30.0,27.81,-2.19,2.19,0.99,0.84,True,False
1.6.1,FOX,FOX,FOX,24.0,19.45,-4.55,4.55,0.99,0.84,True,False
1.6.1,MEM,MEM,MEM,38.0,12.89,-25.11,25.11,0.99,0.84,True,False
1.6.1,PEF,PEF,PEF,6.0,10.4,4.4,4.4,0.99,0.84,True,False
1.6.1,SXT,SXT,SXT,25.0,48.61,23.61,23.61,0.99,0.679,True,False
1.6.1,TPZ,TPZ,TPZ,13.0,48.56,35.56,35.56,0.969,0.713,True,False
1.7.1,AK,AK,AK,19.0,20.3,1.3,1.3,0.99,0.84,True,False
1.7.1,AM,AM10,AM,6.0,17.07,11.07,11.07,0.99,0.681,True,False
1.7.1,AMC,AMC,AMC,6.0,10.78,4.78,4.78,0.99,0.84,True,False
1.7.1,CAZ,CAZ,CAZ,26.0,41.12,15.12,15.12,0.92,0.706,True,False
1.7.1,CIP,CIP,CIP,30.0,37.66,7.66,7.66,0.99,0.721,True,False
1.7.1,CN,CN,CN,22.0,34.14,12.14,12.14,0.99,0.84,True,False
1.7.1,FEP,FEP,FEP,29.0,12.23,-16.77,16.77,0.99,0.84,True,False
1.7.1,FOX,FOX,FOX,15.0,39.33,24.33,24.33,0.99,0.726,True,False
1.7.1,MEM,MEM,MEM,29.0,28.14,-0.86,0.86,0.99,0.695,True,False
1.7.1,PEF,PEF,PEF,25.0,24.22,-0.78,0.78,0.99,0.84,True,False
1.7.1,SXT,SXT,SXT,22.0,22.15,0.15,0.15,0.99,0.84,True,False
1.7.1,TOB,TOB,TOB,21.0,20.07,-0.93,0.93,0.99,0.84,True,False
1.7.1,TPZ,TPZ,TPZ,20.0,34.37,14.37,14.37,0.99,0.84,True,False
1.8.1,AK,AK,AK,19.0,19.71,0.71,0.71,0.968,0.84,True,False
1.8.1,AMC,AMC,AMC,21.0,21.1,0.1,0.1,0.99,0.84,True,False
1.8.1,CAZ,CAZ,CAZ,26.0,25.74,-0.26,0.26,0.99,0.84,True,False
1.8.1,CN,CN,CN,20.0,21.34,1.34,1.34,0.99,0.84,True,False
1.8.1,CPD,CPD,CPD,28.0,27.13,-0.87,0.87,0.99,0.84,True,False
1.8.1,CRO,CRO,CRO,30.0,31.08,1.08,1.08,0.99,0.84,True,False
1.8.1,ETP,ETP,ETP,32.0,15.89,-16.11,16.11,0.99,0.681,True,False
1.8.1,FEP,FEP,FEP,29.0,15.54,-13.46,13.46,0.99,0.84,True,False
1.8.1,FOX,FOX,FOX,23.0,21.34,-1.66,1.66,0.99,0.84,True,False
1.8.1,MEM,MEM,MEM,29.0,26.9,-2.1,2.1,0.99,0.691,True,False
1.8.1,SXT,SXT,SXT,25.0,36.64,11.64,11.64,0.99,0.84,True,False
1.8.1,TPZ,TPZ,TPZ,20.0,20.18,0.18,0.18,0.99,0.84,True,False
1.9.1,AK,AK,AK,20.0,21.34,1.34,1.34,0.99,0.84,True,False
1.9.1,AM,AM10,AM,20.0,25.92,5.92,5.92,0.99,0.685,True,False
1.9.1,AMC,AMC,AMC,21.0,19.1,-1.9,1.9,0.981,0.84,True,False
1.9.1,CIP,CIP,CIP,28.0,13.08,-14.92,14.92,0.99,0.84,True,False
1.9.1,CN,CN,CN,22.0,32.46,10.46,10.46,0.99,0.84,True,False
1.9.1,CPD,CPD,CPD,22.0,30.51,8.51,8.51,0.99,0.84,True,False
1.9.1,CRO,CRO,CRO,30.0,30.97,0.97,0.97,0.99,0.84,True,False
1.9.1,ETP,ETP,ETP,30.0,17.21,-12.79,12.79,0.977,0.84,True,False
1.9.1,FEP,FEP,FEP,32.0,29.14,-2.86,2.86,0.99,0.727,True,False
1.9.1,FOX,FOX,FOX,22.0,21.11,-0.89,0.89,0.99,0.84,True,False
1.9.1,MEM,MEM,MEM,32.0,11.24,-20.76,20.76,0.99,0.699,True,False
1.9.1,PEF,PEF,PEF,24.0,34.41,10.41,10.41,0.99,0.84,True,False
1.9.1,SXT,SXT,SXT,6.0,40.03,34.03,34.03,0.99,0.684,True,False
1.9.1,TOB,TOB,TOB,22.0,20.19,-1.81,1.81,0.99,0.748,True,False
1.9.1,TPZ,TPZ,TPZ,22.0,32.35,10.35,10.35,0.99,0.84,True,False
