image_id,code,ground_truth_code,predicted_code,ground_truth_mm,predicted_mm,error_mm,abs_error_mm,label_confidence,measurement_confidence,review_required,no_zone_fallback_used
1.5.1,MEM,MEM,MEM,30.0,13.6,-16.4,16.4,0.99,0.84,True,False
1.5.1,PEF,PEF,PEF,28.0,31.66,3.66,3.66,0.99,0.84,True,False
1.5.1,TPZ,TPZ,TPZ,28.0,10.7,-17.3,17.3,0.918,0.84,True,False
1.6.1,AM,AM10,AM,6.0,23.29,17.29,17.29,0.99,0.84,True,False
1.6.1,CAZ,CAZ,CAZ,31.0,25.55,-5.45,5.45,0.92,0.84,True,False
1.6.1,CN,CN,CN,19.0,19.45,0.45,0.45,0.99,0.84,True,False
1.6.1,CPD,CPD,CPD,27.0,25.1,-1.9,1.9,0.99,0.84,True,False
1.6.1,ETP,ETP,ETP,39.0,12.21,-26.79,26.79,0.99,0.84,True,False
1.6.1,FEP,FEP,FEP,36.0,35.05,-0.95,0.95,0.99,0.84,True,False
1.6.1,FF,FF,FF,30.0,27.81,-2.19,2.19,0.99,0.84,True,False
1.6.1,FOX,FOX,FOX,24.0,18.77,-5.23,5.23,0.99,0.84,True,False
1.6.1,MEM,MEM,MEM,38.0,12.66,-25.34,25.34,0.99,0.84,True,False
1.6.1,PEF,PEF,PEF,6.0,10.4,4.4,4.4,0.99,0.84,True,False
1.6.1,SXT,SXT,SXT,25.0,46.7,21.7,21.7,0.99,0.709,True,False
1.6.1,TPZ,TPZ,TPZ,13.0,47.63,34.63,34.63,0.969,0.696,True,False
1.7.1,AK,AK,AK,19.0,20.3,1.3,1.3,0.99,0.84,True,False
1.7.1,AM,AM10,AM,6.0,17.07,11.07,11.07,0.99,0.702,True,False
1.7.1,AMC,AMC,AMC,6.0,10.78,4.78,4.78,0.99,0.84,True,False
1.7.1,CAZ,CAZ,CAZ,26.0,39.56,13.56,13.56,0.92,0.714,True,False
1.7.1,CIP,CIP,CIP,30.0,37.66,7.66,7.66,0.99,0.728,True,False
1.7.1,CN,CN,CN,22.0,34.37,12.37,12.37,0.99,0.84,True,False
1.7.1,FEP,FEP,FEP,29.0,12.23,-16.77,16.77,0.99,0.84,True,False
1.7.1,FOX,FOX,FOX,15.0,39.33,24.33,24.33,0.99,0.721,True,False
1.7.1,MEM,MEM,MEM,29.0,28.14,-0.86,0.86,0.99,0.686,True,False
1.7.1,PEF,PEF,PEF,25.0,24.45,-0.55,0.55,0.99,0.84,True,False
1.7.1,SXT,SXT,SXT,22.0,21.68,-0.32,0.32,0.99,0.84,True,False
1.7.1,TOB,TOB,TOB,21.0,20.07,-0.93,0.93,0.99,0.84,True,False
1.7.1,TPZ,TPZ,TPZ,20.0,34.14,14.14,14.14,0.99,0.84,True,False
1.8.1,AK,AK,AK,19.0,19.71,0.71,0.71,0.968,0.84,True,False
1.8.1,AMC,AMC,AMC,21.0,21.1,0.1,0.1,0.99,0.84,True,False
1.8.1,CAZ,CAZ,CAZ,26.0,25.51,-0.49,0.49,0.99,0.84,True,False
1.8.1,CN,CN,CN,20.0,21.1,1.1,1.1,0.99,0.84,True,False
1.8.1,CPD,CPD,CPD,28.0,26.9,-1.1,1.1,0.99,0.84,True,False
1.8.1,CRO,CRO,CRO,30.0,31.08,1.08,1.08,0.99,0.84,True,False
1.8.1,ETP,ETP,ETP,32.0,15.89,-16.11,16.11,0.99,0.693,True,False
1.8.1,FEP,FEP,FEP,29.0,15.77,-13.23,13.23,0.99,0.84,True,False
1.8.1,FOX,FOX,FOX,23.0,21.34,-1.66,1.66,0.99,0.84,True,False
1.8.1,MEM,MEM,MEM,29.0,26.9,-2.1,2.1,0.99,0.68,True,False
1.8.1,SXT,SXT,SXT,25.0,36.64,11.64,11.64,0.99,0.84,True,False
1.8.1,TPZ,TPZ,TPZ,20.0,35.48,15.48,15.48,0.99,0.84,True,False
1.9.1,AK,AK,AK,20.0,21.34,1.34,1.34,0.99,0.84,True,False
1.9.1,AM,AM10,AM,20.0,25.46,5.46,5.46,0.99,0.84,True,False
1.9.1,AMC,AMC,AMC,21.0,19.1,-1.9,1.9,0.981,0.84,True,False
1.9.1,CIP,CIP,CIP,28.0,13.08,-14.92,14.92,0.99,0.84,True,False
1.9.1,CN,CN,CN,22.0,32.81,10.81,10.81,0.99,0.84,True,False
1.9.1,CPD,CPD,CPD,22.0,30.51,8.51,8.51,0.99,0.84,True,False
1.9.1,CRO,CRO,CRO,30.0,30.97,0.97,0.97,0.99,0.84,True,False
1.9.1,ETP,ETP,ETP,30.0,17.66,-12.34,12.34,0.977,0.84,True,False
1.9.1,FEP,FEP,FEP,32.0,33.04,1.04,1.04,0.99,0.705,True,False
1.9.1,FOX,FOX,FOX,22.0,19.27,-2.73,2.73,0.99,0.84,True,False
1.9.1,MEM,MEM,MEM,32.0,6.0,-26.0,26.0,0.99,0.689,True,True
1.9.1,PEF,PEF,PEF,24.0,34.41,10.41,10.41,0.99,0.84,True,False
1.9.1,SXT,SXT,SXT,6.0,40.03,34.03,34.03,0.99,0.691,True,False
1.9.1,TOB,TOB,TOB,22.0,20.19,-1.81,1.81,0.99,0.748,True,False
1.9.1,TPZ,TPZ,TPZ,22.0,32.35,10.35,10.35,0.99,0.84,True,False
